game_datetime,team_home,team_away,odds_home,odds_away,outcome
2022/1/10 07:00,Toronto Raptors,New Orleans Pelicans,1.34,3.43,HOME
2022/1/10 07:00,Orlando Magic,Washington Wizards,3.45,1.34,AWAY
2022/1/10 08:00,Oklahoma City Thunder,Denver Nuggets,3.3,1.36,AWAY
2022/1/10 08:00,Houston Rockets,Minnesota Timberwolves,3.21,1.38,AWAY
2022/1/10 08:30,Dallas Mavericks,Chicago Bulls,1.78,2.1,HOME
2022/1/10 09:30,Golden State Warriors,Cleveland Cavaliers,1.3,3.73,HOME
2022/1/10 10:00,Portland Trail Blazers,Sacramento Kings,2.06,1.8,HOME
2022/1/10 10:30,Los Angeles Lakers,Memphis Grizzlies,1.64,2.33,AWAY
2022/1/11 08:00,Detroit Pistons,Utah Jazz,5.88,1.15,HOME
2022/1/11 08:00,Charlotte Hornets,Milwaukee Bucks,2.21,1.71,HOME
2022/1/11 08:30,New York Knicks,San Antonio Spurs,1.41,3.05,HOME
2022/1/11 08:30,Boston Celtics,Indiana Pacers,1.26,4.1,HOME
2022/1/11 09:00,Houston Rockets,Philadelphia 76ers,4.81,1.2,AWAY
2022/1/11 11:00,Sacramento Kings,Cleveland Cavaliers,2.74,1.48,AWAY
2022/1/11 11:00,Portland Trail Blazers,Brooklyn Nets,3.84,1.28,HOME
2022/1/12 08:00,Washington Wizards,Oklahoma City Thunder,1.34,3.39,HOME
2022/1/12 08:30,Toronto Raptors,Phoenix Suns,2.59,1.54,AWAY
2022/1/12 09:00,New Orleans Pelicans,Minnesota Timberwolves,2.33,1.64,HOME
2022/1/12 09:00,Memphis Grizzlies,Golden State Warriors,2.14,1.76,HOME
2022/1/12 09:00,Chicago Bulls,Detroit Pistons,1.08,8.72,HOME
2022/1/12 11:30,Los Angeles Clippers,Denver Nuggets,2.18,1.72,HOME
2022/1/13 08:00,Washington Wizards,Orlando Magic,1.4,3.07,HOME
2022/1/13 08:00,Philadelphia 76ers,Charlotte Hornets,1.48,2.76,AWAY
2022/1/13 08:00,Indiana Pacers,Boston Celtics,1.88,1.98,AWAY
2022/1/13 08:30,New York Knicks,Dallas Mavericks,2.22,1.71,HOME
2022/1/13 08:30,Atlanta Hawks,Miami Heat,1.72,2.19,AWAY
2022/1/13 09:30,San Antonio Spurs,Houston Rockets,1.33,3.49,AWAY
2022/1/13 10:00,Utah Jazz,Cleveland Cavaliers,1.51,2.68,AWAY
2022/1/13 11:00,Sacramento Kings,Los Angeles Lakers,2.46,1.58,HOME
2022/1/13 11:00,Chicago Bulls,Brooklyn Nets,2.06,1.82,AWAY
2022/1/14 08:30,Milwaukee Bucks,Golden State Warriors,1.91,1.95,HOME
2022/1/14 09:00,New Orleans Pelicans,Los Angeles Clippers,1.6,2.42,HOME
2022/1/14 09:00,Memphis Grizzlies,Minnesota Timberwolves,1.65,2.31,HOME
2022/1/14 09:30,Brooklyn Nets,Oklahoma City Thunder,1.44,2.92,AWAY
2022/1/14 11:00,Denver Nuggets,Portland Trail Blazers,1.16,5.61,HOME
2022/1/15 08:00,Philadelphia 76ers,Boston Celtics,1.66,2.31,HOME
2022/1/15 08:00,Indiana Pacers,Phoenix Suns,2.94,1.43,AWAY
2022/1/15 08:00,Detroit Pistons,Toronto Raptors,4.26,1.25,HOME
2022/1/15 08:00,Charlotte Hornets,Orlando Magic,1.16,5.7,AWAY
2022/1/15 08:30,Chicago Bulls,Golden State Warriors,1.72,2.21,AWAY
2022/1/15 09:00,Miami Heat,Atlanta Hawks,1.48,2.74,HOME
2022/1/15 09:30,San Antonio Spurs,Cleveland Cavaliers,2.29,1.66,AWAY
2022/1/15 11:00,Sacramento Kings,Houston Rockets,1.49,2.72,HOME
2022/1/15 11:00,Memphis Grizzlies,Dallas Mavericks,1.73,2.19,AWAY
2022/1/16 07:30,Milwaukee Bucks,Toronto Raptors,1.33,3.51,AWAY
2022/1/16 08:00,Washington Wizards,Portland Trail Blazers,1.34,3.42,AWAY
2022/1/16 08:30,Brooklyn Nets,New Orleans Pelicans,1.44,2.88,HOME
2022/1/16 08:30,Atlanta Hawks,New York Knicks,1.83,2.03,AWAY
2022/1/16 09:00,Oklahoma City Thunder,Cleveland Cavaliers,2.72,1.49,AWAY
2022/1/16 09:00,Miami Heat,Philadelphia 76ers,1.64,2.34,AWAY
2022/1/16 09:30,San Antonio Spurs,Los Angeles Clippers,1.83,2.03,HOME
2022/1/16 09:30,Boston Celtics,Chicago Bulls,1.34,3.45,HOME
2022/1/16 10:00,Denver Nuggets,Los Angeles Lakers,1.57,2.51,HOME
2022/1/16 10:30,Dallas Mavericks,Orlando Magic,1.15,5.86,HOME
2022/1/17 02:00,Detroit Pistons,Phoenix Suns,6.33,1.14,AWAY
2022/1/17 07:00,Sacramento Kings,Houston Rockets,1.53,2.61,AWAY
2022/1/17 09:00,Minnesota Timberwolves,Golden State Warriors,1.55,2.56,HOME
2022/1/17 09:00,Denver Nuggets,Utah Jazz,2.77,1.48,AWAY
2022/1/18 01:30,Boston Celtics,New Orleans Pelicans,1.56,2.51,HOME
2022/1/18 02:00,New York Knicks,Charlotte Hornets,1.75,2.15,AWAY
2022/1/18 03:00,Washington Wizards,Philadelphia 76ers,2.1,1.78,HOME
2022/1/18 04:00,Cleveland Cavaliers,Brooklyn Nets,1.57,2.52,HOME
2022/1/18 04:30,Memphis Grizzlies,Chicago Bulls,1.27,4.01,HOME
2022/1/18 04:30,Los Angeles Clippers,Indiana Pacers,1.73,2.17,HOME
2022/1/18 07:00,Atlanta Hawks,Milwaukee Bucks,2.66,1.52,HOME
2022/1/18 08:00,Orlando Magic,Portland Trail Blazers,2.11,1.77,AWAY
2022/1/18 08:30,Miami Heat,Toronto Raptors,1.57,2.5,HOME
2022/1/18 09:30,San Antonio Spurs,Phoenix Suns,2.45,1.59,AWAY
2022/1/18 09:30,Dallas Mavericks,Oklahoma City Thunder,1.14,6.16,HOME
2022/1/18 11:30,Los Angeles Lakers,Utah Jazz,2.8,1.48,HOME
2022/1/19 08:30,New York Knicks,Minnesota Timberwolves,2.33,1.64,AWAY
2022/1/19 11:00,Golden State Warriors,Detroit Pistons,1.06,10.22,HOME
2022/1/20 08:00,Washington Wizards,Brooklyn Nets,1.89,1.94,AWAY
2022/1/20 08:00,Philadelphia 76ers,Orlando Magic,1.13,6.42,HOME
2022/1/20 08:30,Miami Heat,Portland Trail Blazers,1.24,4.28,HOME
2022/1/20 08:30,Boston Celtics,Charlotte Hornets,1.69,2.23,AWAY
2022/1/20 08:30,Atlanta Hawks,Minnesota Timberwolves,1.84,2.01,HOME
2022/1/20 09:00,Milwaukee Bucks,Memphis Grizzlies,1.39,3.13,HOME
2022/1/20 09:00,Chicago Bulls,Cleveland Cavaliers,2.32,1.64,HOME
2022/1/20 09:30,San Antonio Spurs,Oklahoma City Thunder,1.37,3.25,HOME
2022/1/20 09:30,Dallas Mavericks,Toronto Raptors,1.54,2.56,HOME
2022/1/20 10:00,Utah Jazz,Houston Rockets,1.09,8.15,AWAY
2022/1/20 11:00,Sacramento Kings,Detroit Pistons,1.34,3.37,AWAY
2022/1/20 11:00,Denver Nuggets,Los Angeles Clippers,1.23,4.37,HOME
2022/1/20 11:30,Los Angeles Lakers,Indiana Pacers,1.62,2.38,AWAY
2022/1/21 08:30,New York Knicks,New Orleans Pelicans,1.62,2.38,AWAY
2022/1/21 08:30,Dallas Mavericks,Phoenix Suns,2.14,1.75,AWAY
2022/1/21 11:00,Golden State Warriors,Indiana Pacers,1.07,9.58,AWAY
2022/1/22 08:00,Philadelphia 76ers,Los Angeles Clippers,1.32,3.59,AWAY
2022/1/22 08:00,Orlando Magic,Los Angeles Lakers,2.66,1.51,AWAY
2022/1/22 08:00,Charlotte Hornets,Oklahoma City Thunder,1.25,4.2,HOME
2022/1/22 08:30,Boston Celtics,Portland Trail Blazers,1.31,3.67,AWAY
2022/1/22 08:30,Atlanta Hawks,Miami Heat,1.82,2.06,HOME
2022/1/22 09:00,Washington Wizards,Toronto Raptors,2.16,1.74,AWAY
2022/1/22 09:00,Milwaukee Bucks,Chicago Bulls,1.19,5.11,HOME
2022/1/22 09:30,San Antonio Spurs,Brooklyn Nets,1.94,1.9,AWAY
2022/1/22 10:00,Utah Jazz,Detroit Pistons,1.08,8.62,HOME
2022/1/22 10:00,Denver Nuggets,Memphis Grizzlies,1.62,2.39,AWAY
2022/1/22 11:00,Golden State Warriors,Houston Rockets,1.16,5.63,HOME
2022/1/23 08:00,Milwaukee Bucks,Sacramento Kings,1.34,3.44,HOME
2022/1/23 09:00,Cleveland Cavaliers,Oklahoma City Thunder,1.13,6.61,HOME
2022/1/23 10:00,Phoenix Suns,Indiana Pacers,1.11,7.52,HOME
2022/1/24 02:00,New York Knicks,Los Angeles Clippers,1.57,2.5,HOME
2022/1/24 04:30,Washington Wizards,Boston Celtics,2.16,1.74,AWAY
2022/1/24 07:00,Toronto Raptors,Portland Trail Blazers,1.31,3.67,AWAY
2022/1/24 07:00,Orlando Magic,Chicago Bulls,2.39,1.62,HOME
2022/1/24 07:00,Miami Heat,Los Angeles Lakers,1.6,2.44,HOME
2022/1/24 08:00,San Antonio Spurs,Philadelphia 76ers,1.96,1.89,AWAY
2022/1/24 08:00,Charlotte Hornets,Atlanta Hawks,1.82,2.05,AWAY
2022/1/24 08:30,Dallas Mavericks,Memphis Grizzlies,1.59,2.46,HOME
2022/1/24 09:00,Minnesota Timberwolves,Brooklyn Nets,1.7,2.23,HOME
2022/1/24 09:00,Denver Nuggets,Detroit Pistons,1.13,6.53,HOME
2022/1/24 09:30,Golden State Warriors,Utah Jazz,1.79,2.09,HOME
2022/1/25 08:00,Cleveland Cavaliers,New York Knicks,1.5,2.69,HOME
2022/1/25 09:00,Oklahoma City Thunder,Chicago Bulls,1.98,1.88,AWAY
2022/1/25 09:00,New Orleans Pelicans,Indiana Pacers,1.6,2.43,HOME
2022/1/25 10:00,Phoenix Suns,Utah Jazz,1.13,6.45,HOME
2022/1/26 08:00,Washington Wizards,Los Angeles Clippers,1.5,2.68,AWAY
2022/1/26 08:00,Toronto Raptors,Charlotte Hornets,2,1.85,HOME
2022/1/26 08:00,Philadelphia 76ers,New Orleans Pelicans,1.16,5.67,HOME
2022/1/26 08:00,Detroit Pistons,Denver Nuggets,3.26,1.37,AWAY
2022/1/26 08:30,Brooklyn Nets,Los Angeles Lakers,2.39,1.63,AWAY
2022/1/26 08:30,Boston Celtics,Sacramento Kings,1.23,4.46,HOME
2022/1/26 09:00,Houston Rockets,San Antonio Spurs,2.67,1.51,AWAY
2022/1/26 11:00,Portland Trail Blazers,Minnesota Timberwolves,2.29,1.66,AWAY
2022/1/26 11:00,Golden State Warriors,Dallas Mavericks,1.62,2.4,HOME
2022/1/27 08:00,Orlando Magic,Los Angeles Clippers,1.86,2,AWAY
2022/1/27 08:00,Indiana Pacers,Charlotte Hornets,2.14,1.75,AWAY
2022/1/27 08:00,Cleveland Cavaliers,Milwaukee Bucks,2.47,1.59,HOME
2022/1/27 08:30,Miami Heat,New York Knicks,1.42,2.99,HOME
2022/1/27 08:30,Atlanta Hawks,Sacramento Kings,1.17,5.37,HOME
2022/1/27 09:00,Chicago Bulls,Toronto Raptors,1.55,2.55,HOME
2022/1/27 09:00,Brooklyn Nets,Denver Nuggets,2.81,1.47,AWAY
2022/1/27 09:30,San Antonio Spurs,Memphis Grizzlies,2.46,1.59,AWAY
2022/1/27 11:00,Utah Jazz,Phoenix Suns,1.95,1.91,AWAY
2022/1/27 11:00,Portland Trail Blazers,Dallas Mavericks,2.64,1.52,AWAY
2022/1/28 08:30,Philadelphia 76ers,Los Angeles Lakers,1.42,3.02,HOME
2022/1/28 11:00,Golden State Warriors,Minnesota Timberwolves,1.4,3.09,HOME
2022/1/29 08:00,Orlando Magic,Detroit Pistons,1.64,2.34,HOME
2022/1/29 08:30,Charlotte Hornets,Los Angeles Lakers,1.23,4.36,HOME
2022/1/29 08:30,Atlanta Hawks,Boston Celtics,1.82,2.06,HOME
2022/1/29 09:00,Oklahoma City Thunder,Indiana Pacers,2.09,1.79,AWAY
2022/1/29 09:00,New Orleans Pelicans,Denver Nuggets,2.48,1.58,AWAY
2022/1/29 09:00,Miami Heat,Los Angeles Clippers,1.28,3.96,HOME
2022/1/29 09:00,Memphis Grizzlies,Utah Jazz,1.53,2.63,HOME
2022/1/29 09:00,Houston Rockets,Portland Trail Blazers,2.22,1.71,AWAY
2022/1/29 09:30,San Antonio Spurs,Chicago Bulls,1.8,2.08,HOME
2022/1/29 10:00,Phoenix Suns,Minnesota Timberwolves,1.28,3.86,HOME
2022/1/29 11:00,Milwaukee Bucks,New York Knicks,1.25,4.18,HOME
2022/1/30 08:00,New Orleans Pelicans,Boston Celtics,3.23,1.37,AWAY
2022/1/30 08:00,Dallas Mavericks,Indiana Pacers,1.19,4.97,HOME
2022/1/30 08:30,Philadelphia 76ers,Sacramento Kings,1.16,5.62,HOME
2022/1/30 09:00,Miami Heat,Toronto Raptors,1.72,2.19,AWAY
2022/1/30 09:00,Memphis Grizzlies,Washington Wizards,1.43,2.96,HOME
2022/1/30 09:30,Golden State Warriors,Brooklyn Nets,1.2,4.97,HOME
2022/1/31 02:00,Charlotte Hornets,Los Angeles Clippers,1.43,2.96,AWAY
2022/1/31 02:00,Atlanta Hawks,Los Angeles Lakers,1.35,3.39,HOME
2022/1/31 04:30,Chicago Bulls,Portland Trail Blazers,1.51,2.69,HOME
2022/1/31 07:00,Detroit Pistons,Cleveland Cavaliers,3.66,1.31,HOME
2022/1/31 08:00,Orlando Magic,Dallas Mavericks,2.68,1.51,HOME
2022/1/31 08:00,Milwaukee Bucks,Denver Nuggets,1.42,3,AWAY
2022/1/31 09:00,Phoenix Suns,San Antonio Spurs,1.1,7.85,HOME
2022/1/31 09:00,Minnesota Timberwolves,Utah Jazz,1.8,2.08,HOME
2022/2/1 08:00,Philadelphia 76ers,Memphis Grizzlies,2.38,1.63,HOME
2022/2/1 08:00,Indiana Pacers,Los Angeles Clippers,1.93,1.92,HOME
2022/2/1 08:00,Cleveland Cavaliers,New Orleans Pelicans,1.5,2.75,HOME
2022/2/1 08:30,New York Knicks,Sacramento Kings,1.36,3.33,HOME
2022/2/1 08:30,Boston Celtics,Miami Heat,1.41,3.06,HOME
2022/2/1 08:30,Atlanta Hawks,Toronto Raptors,2.12,1.77,AWAY
2022/2/1 09:00,Oklahoma City Thunder,Portland Trail Blazers,2.38,1.62,HOME
2022/2/1 09:00,Houston Rockets,Golden State Warriors,4.86,1.2,AWAY
2022/2/2 08:00,Detroit Pistons,New Orleans Pelicans,2.08,1.81,AWAY
2022/2/2 08:30,Toronto Raptors,Miami Heat,1.8,2.08,HOME
2022/2/2 08:30,Milwaukee Bucks,Washington Wizards,1.14,6.12,HOME
2022/2/2 09:00,Minnesota Timberwolves,Denver Nuggets,1.84,2,HOME
2022/2/2 09:00,Chicago Bulls,Orlando Magic,1.29,3.85,HOME
2022/2/2 09:30,San Antonio Spurs,Golden State Warriors,1.39,3.16,AWAY
2022/2/2 11:00,Phoenix Suns,Brooklyn Nets,1.37,3.26,HOME
2022/2/3 08:00,Philadelphia 76ers,Washington Wizards,1.2,4.87,AWAY
2022/2/3 08:00,Indiana Pacers,Orlando Magic,1.62,2.39,AWAY
2022/2/3 08:30,New York Knicks,Memphis Grizzlies,2.47,1.58,AWAY
2022/2/3 08:30,Boston Celtics,Charlotte Hornets,1.41,3.06,HOME
2022/2/3 09:00,Houston Rockets,Cleveland Cavaliers,2.69,1.51,HOME
2022/2/3 09:30,Dallas Mavericks,Oklahoma City Thunder,1.12,6.79,AWAY
2022/2/3 11:00,Utah Jazz,Denver Nuggets,1.4,3.08,HOME
2022/2/3 11:00,Sacramento Kings,Brooklyn Nets,2.69,1.5,HOME
2022/2/3 11:30,Los Angeles Lakers,Portland Trail Blazers,1.59,2.46,HOME
2022/2/4 08:00,San Antonio Spurs,Miami Heat,3.72,1.3,AWAY
2022/2/4 08:00,Detroit Pistons,Minnesota Timberwolves,3.52,1.33,AWAY
2022/2/4 08:30,Toronto Raptors,Chicago Bulls,1.53,2.62,HOME
2022/2/4 08:30,Atlanta Hawks,Phoenix Suns,2.28,1.68,HOME
2022/2/4 11:00,Los Angeles Clippers,Los Angeles Lakers,1.63,2.37,HOME
2022/2/4 11:00,Golden State Warriors,Sacramento Kings,1.09,8.27,HOME
2022/2/5 08:00,Indiana Pacers,Chicago Bulls,1.99,1.87,AWAY
2022/2/5 08:00,Detroit Pistons,Boston Celtics,4.73,1.21,AWAY
2022/2/5 08:00,Charlotte Hornets,Cleveland Cavaliers,1.41,3.02,AWAY
2022/2/5 08:30,Toronto Raptors,Atlanta Hawks,1.75,2.15,HOME
2022/2/5 09:30,San Antonio Spurs,Houston Rockets,1.34,3.41,HOME
2022/2/5 10:00,Utah Jazz,Brooklyn Nets,1.46,2.86,HOME
2022/2/5 10:00,Denver Nuggets,New Orleans Pelicans,1.46,2.82,AWAY
2022/2/5 11:00,Portland Trail Blazers,Oklahoma City Thunder,1.41,3.03,AWAY
2022/2/5 11:00,Dallas Mavericks,Philadelphia 76ers,1.98,1.88,HOME
2022/2/6 06:00,Orlando Magic,Memphis Grizzlies,4.01,1.27,AWAY
2022/2/6 08:00,Washington Wizards,Phoenix Suns,3.82,1.29,AWAY
2022/2/6 08:00,Charlotte Hornets,Miami Heat,2.27,1.68,AWAY
2022/2/6 09:30,Los Angeles Lakers,New York Knicks,1.49,2.73,HOME
2022/2/6 11:00,Sacramento Kings,Oklahoma City Thunder,1.31,3.65,HOME
2022/2/6 11:00,Portland Trail Blazers,Milwaukee Bucks,5.1,1.19,AWAY
2022/2/7 04:30,Minnesota Timberwolves,Detroit Pistons,1.12,7.06,HOME
2022/2/7 04:30,Denver Nuggets,Brooklyn Nets,1.28,3.89,HOME
2022/2/7 04:30,Chicago Bulls,Philadelphia 76ers,2.42,1.6,AWAY
2022/2/7 07:00,Orlando Magic,Boston Celtics,4.59,1.22,AWAY
2022/2/7 07:00,Dallas Mavericks,Atlanta Hawks,1.93,1.92,HOME
2022/2/7 07:00,Cleveland Cavaliers,Indiana Pacers,1.37,3.18,HOME
2022/2/7 08:00,Houston Rockets,New Orleans Pelicans,3.1,1.4,AWAY
2022/2/7 10:00,Los Angeles Clippers,Milwaukee Bucks,2.65,1.51,AWAY
2022/2/8 08:00,Washington Wizards,Miami Heat,3.31,1.36,AWAY
2022/2/8 08:00,Charlotte Hornets,Toronto Raptors,1.97,1.88,AWAY
2022/2/8 09:00,Oklahoma City Thunder,Golden State Warriors,6.99,1.12,AWAY
2022/2/8 09:00,Chicago Bulls,Phoenix Suns,3.22,1.38,AWAY
2022/2/8 10:00,Utah Jazz,New York Knicks,1.36,3.31,HOME
2022/2/9 08:00,Philadelphia 76ers,Phoenix Suns,1.86,1.99,AWAY
2022/2/9 08:30,Brooklyn Nets,Boston Celtics,4.61,1.22,AWAY
2022/2/9 08:30,Atlanta Hawks,Indiana Pacers,1.11,7.16,HOME
2022/2/9 09:00,New Orleans Pelicans,Houston Rockets,1.25,4.15,HOME
2022/2/9 09:00,Memphis Grizzlies,Los Angeles Clippers,1.3,3.77,HOME
2022/2/9 09:30,Dallas Mavericks,Detroit Pistons,1.16,5.57,HOME
2022/2/9 10:00,Denver Nuggets,New York Knicks,1.24,4.26,HOME
2022/2/9 11:00,Sacramento Kings,Minnesota Timberwolves,3.42,1.34,AWAY
2022/2/9 11:00,Portland Trail Blazers,Orlando Magic,1.98,1.88,AWAY
2022/2/9 11:00,Los Angeles Lakers,Milwaukee Bucks,2.44,1.6,AWAY
2022/2/10 08:00,Cleveland Cavaliers,San Antonio Spurs,1.41,3.05,HOME
2022/2/10 08:30,Charlotte Hornets,Chicago Bulls,2.08,1.8,AWAY
2022/2/10 09:00,Oklahoma City Thunder,Toronto Raptors,5.15,1.19,AWAY
2022/2/10 11:00,Utah Jazz,Golden State Warriors,1.88,1.98,HOME
2022/2/10 11:00,Sacramento Kings,Minnesota Timberwolves,3.62,1.31,HOME
2022/2/10 11:00,Portland Trail Blazers,Los Angeles Lakers,4.52,1.22,HOME
2022/2/11 08:00,Detroit Pistons,Memphis Grizzlies,6.13,1.14,AWAY
2022/2/11 08:30,Washington Wizards,Brooklyn Nets,1.88,1.97,HOME
2022/2/11 08:30,New Orleans Pelicans,Miami Heat,2.45,1.59,AWAY
2022/2/11 09:00,Houston Rockets,Toronto Raptors,3.48,1.33,AWAY
2022/2/11 09:30,Dallas Mavericks,Los Angeles Clippers,1.41,3.05,HOME
2022/2/11 11:00,Phoenix Suns,Milwaukee Bucks,1.67,2.3,HOME
2022/2/11 11:00,Golden State Warriors,New York Knicks,1.24,4.35,AWAY
2022/2/12 08:00,Philadelphia 76ers,Oklahoma City Thunder,1.09,7.99,HOME
2022/2/12 08:00,Indiana Pacers,Cleveland Cavaliers,2.98,1.42,AWAY
2022/2/12 08:00,Detroit Pistons,Charlotte Hornets,3.05,1.41,AWAY
2022/2/12 08:30,Boston Celtics,Denver Nuggets,1.4,3.1,HOME
2022/2/12 08:30,Atlanta Hawks,San Antonio Spurs,1.24,4.34,AWAY
2022/2/12 09:00,Chicago Bulls,Minnesota Timberwolves,1.85,2.03,HOME
2022/2/12 10:00,Utah Jazz,Orlando Magic,1.13,6.58,HOME
2022/2/13 06:00,Portland Trail Blazers,New York Knicks,2.57,1.54,HOME
2022/2/13 08:00,Washington Wizards,Sacramento Kings,2.25,1.69,AWAY
2022/2/13 08:00,New Orleans Pelicans,San Antonio Spurs,1.42,3.01,AWAY
2022/2/13 08:00,Charlotte Hornets,Memphis Grizzlies,3.35,1.35,AWAY
2022/2/13 08:30,Toronto Raptors,Denver Nuggets,1.48,2.76,AWAY
2022/2/13 08:30,Philadelphia 76ers,Cleveland Cavaliers,1.69,2.24,HOME
2022/2/13 09:00,Miami Heat,Brooklyn Nets,1.15,5.92,HOME
2022/2/13 09:00,Chicago Bulls,Oklahoma City Thunder,1.18,5.36,HOME
2022/2/13 09:30,Golden State Warriors,Los Angeles Lakers,1.38,3.21,HOME
2022/2/13 09:30,Dallas Mavericks,Los Angeles Clippers,1.37,3.24,AWAY
2022/2/13 10:00,Phoenix Suns,Orlando Magic,1.05,11.52,HOME
2022/2/14 03:00,Boston Celtics,Atlanta Hawks,1.35,3.4,HOME
2022/2/14 04:00,Indiana Pacers,Minnesota Timberwolves,3.53,1.32,AWAY
2022/2/15 08:00,Washington Wizards,Detroit Pistons,1.63,2.36,HOME
2022/2/15 08:30,New York Knicks,Oklahoma City Thunder,1.19,5.01,AWAY
2022/2/15 08:30,Brooklyn Nets,Sacramento Kings,2.08,1.81,HOME
2022/2/15 09:00,New Orleans Pelicans,Toronto Raptors,2.38,1.62,HOME
2022/2/15 09:00,Milwaukee Bucks,Portland Trail Blazers,1.16,5.62,AWAY
2022/2/15 09:00,Chicago Bulls,San Antonio Spurs,1.67,2.28,HOME
2022/2/15 10:00,Utah Jazz,Houston Rockets,1.07,10.11,HOME
2022/2/15 10:00,Denver Nuggets,Orlando Magic,1.15,6.05,HOME
2022/2/15 11:30,Los Angeles Clippers,Golden State Warriors,3.04,1.41,HOME
2022/2/16 08:30,Philadelphia 76ers,Boston Celtics,2.09,1.79,AWAY
2022/2/16 08:30,Miami Heat,Dallas Mavericks,1.49,2.75,AWAY
2022/2/16 08:30,Atlanta Hawks,Cleveland Cavaliers,1.76,2.15,HOME
2022/2/16 09:00,New Orleans Pelicans,Memphis Grizzlies,2.34,1.63,AWAY
2022/2/16 09:00,Minnesota Timberwolves,Charlotte Hornets,1.41,3.02,HOME
2022/2/16 09:00,Milwaukee Bucks,Indiana Pacers,1.1,8.08,HOME
2022/2/16 11:00,Phoenix Suns,Los Angeles Clippers,1.11,7.2,HOME
2022/2/17 08:00,Orlando Magic,Atlanta Hawks,2.81,1.46,AWAY
2022/2/17 08:30,New York Knicks,Brooklyn Nets,1.53,2.62,AWAY
2022/2/17 08:30,Indiana Pacers,Washington Wizards,1.89,1.96,HOME
2022/2/17 08:30,Boston Celtics,Detroit Pistons,1.13,6.69,AWAY
2022/2/17 09:00,Oklahoma City Thunder,San Antonio Spurs,3.83,1.29,AWAY
2022/2/17 09:00,Minnesota Timberwolves,Toronto Raptors,1.92,1.94,AWAY
2022/2/17 09:00,Memphis Grizzlies,Portland Trail Blazers,1.13,6.71,AWAY
2022/2/17 09:00,Chicago Bulls,Sacramento Kings,1.44,2.9,HOME
2022/2/17 10:00,Phoenix Suns,Houston Rockets,1.05,11.73,HOME
2022/2/17 11:00,Los Angeles Lakers,Utah Jazz,2.49,1.58,HOME
2022/2/17 11:00,Golden State Warriors,Denver Nuggets,1.5,2.71,AWAY
2022/2/18 08:00,Charlotte Hornets,Miami Heat,2.5,1.57,AWAY
2022/2/18 08:30,Brooklyn Nets,Washington Wizards,1.52,2.64,AWAY
2022/2/18 09:00,New Orleans Pelicans,Dallas Mavericks,2.19,1.72,AWAY
2022/2/18 09:30,Milwaukee Bucks,Philadelphia 76ers,1.37,3.24,AWAY
2022/2/18 11:30,Los Angeles Clippers,Houston Rockets,1.19,5.12,HOME
2022/2/21 09:00,Team LeBron,Team Durant,1.43,2.83,HOME
2022/2/25 08:00,Detroit Pistons,Cleveland Cavaliers,2.89,1.44,HOME
2022/2/25 08:30,Brooklyn Nets,Boston Celtics,4.1,1.26,AWAY
2022/2/25 09:00,Oklahoma City Thunder,Phoenix Suns,5.26,1.18,AWAY
2022/2/25 09:00,Minnesota Timberwolves,Memphis Grizzlies,2.1,1.78,HOME
2022/2/25 09:00,Chicago Bulls,Atlanta Hawks,1.69,2.26,HOME
2022/2/25 11:00,Sacramento Kings,Denver Nuggets,2.5,1.57,AWAY
2022/2/25 11:00,Portland Trail Blazers,Golden State Warriors,5.04,1.19,AWAY
2022/2/26 08:00,Washington Wizards,San Antonio Spurs,2.41,1.61,AWAY
2022/2/26 08:00,Orlando Magic,Houston Rockets,1.63,2.35,HOME
2022/2/26 08:00,Indiana Pacers,Oklahoma City Thunder,1.31,3.68,AWAY
2022/2/26 08:00,Charlotte Hornets,Toronto Raptors,2.09,1.78,HOME
2022/2/26 08:30,New York Knicks,Miami Heat,2.9,1.44,AWAY
2022/2/26 09:00,Minnesota Timberwolves,Philadelphia 76ers,2.17,1.74,AWAY
2022/2/26 10:00,Utah Jazz,Dallas Mavericks,1.42,3.01,HOME
2022/2/26 10:00,Phoenix Suns,New Orleans Pelicans,1.41,3.05,AWAY
2022/2/26 11:00,Los Angeles Lakers,Los Angeles Clippers,1.67,2.28,AWAY
2022/2/27 01:00,Detroit Pistons,Boston Celtics,6.56,1.13,AWAY
2022/2/27 08:30,Atlanta Hawks,Toronto Raptors,1.58,2.49,HOME
2022/2/27 09:00,Miami Heat,San Antonio Spurs,1.11,7.13,HOME
2022/2/27 09:00,Cleveland Cavaliers,Washington Wizards,1.27,3.98,HOME
2022/2/27 09:00,Chicago Bulls,Memphis Grizzlies,2.13,1.76,AWAY
2022/2/27 09:30,Milwaukee Bucks,Brooklyn Nets,1.22,4.6,AWAY
2022/2/27 10:00,Denver Nuggets,Sacramento Kings,1.29,3.82,HOME
2022/2/28 02:00,New York Knicks,Philadelphia 76ers,3.69,1.31,AWAY
2022/2/28 04:30,Phoenix Suns,Utah Jazz,2.27,1.68,AWAY
2022/2/28 06:00,Indiana Pacers,Boston Celtics,4.36,1.24,HOME
2022/2/28 08:00,Houston Rockets,Los Angeles Clippers,3.25,1.37,AWAY
2022/2/28 08:00,Charlotte Hornets,Detroit Pistons,1.18,5.19,AWAY
2022/2/28 08:30,Golden State Warriors,Dallas Mavericks,1.61,2.42,AWAY
2022/2/28 10:00,Portland Trail Blazers,Denver Nuggets,3.81,1.29,AWAY
