game_datetime,team_home,team_away,odds_home,odds_away,outcome
2016-02-02 09:00:00,Oklahoma City Thunder,Washington Wizards,1.18,5.34,HOME
2016-02-02 09:00:00,New Orleans Pelicans,Memphis Grizzlies,1.7,2.24,AWAY
2016-02-02 09:00:00,Atlanta Hawks,Dallas Mavericks,1.4,3.12,HOME
2016-02-02 09:30:00,San Antonio Spurs,Orlando Magic,1.03,15.84,HOME
2016-02-02 10:00:00,Utah Jazz,Chicago Bulls,1.47,2.81,HOME
2016-02-02 10:00:00,Denver Nuggets,Toronto Raptors,2.65,1.52,HOME
2016-02-02 11:00:00,Sacramento Kings,Milwaukee Bucks,1.79,2.06,HOME
2016-02-03 08:30:00,New York Knicks,Boston Celtics,2.63,1.52,AWAY
2016-02-03 09:00:00,Houston Rockets,Miami Heat,1.53,2.62,HOME
2016-02-03 10:00:00,Phoenix Suns,Toronto Raptors,4.82,1.2,AWAY
2016-02-03 11:00:00,Portland Trail Blazers,Milwaukee Bucks,1.33,3.49,HOME
2016-02-03 11:30:00,Los Angeles Lakers,Minnesota Timberwolves,2.58,1.55,HOME
2016-02-04 08:00:00,Philadelphia 76ers,Atlanta Hawks,3.91,1.28,AWAY
2016-02-04 08:00:00,Charlotte Hornets,Cleveland Cavaliers,4.04,1.26,HOME
2016-02-04 08:30:00,Brooklyn Nets,Indiana Pacers,3.22,1.38,AWAY
2016-02-04 08:30:00,Boston Celtics,Detroit Pistons,1.55,2.58,HOME
2016-02-04 09:00:00,Washington Wizards,Golden State Warriors,5.41,1.17,AWAY
2016-02-04 09:00:00,Oklahoma City Thunder,Orlando Magic,1.11,7.35,HOME
2016-02-04 09:30:00,San Antonio Spurs,New Orleans Pelicans,1.08,8.91,HOME
2016-02-04 09:30:00,Dallas Mavericks,Miami Heat,1.71,2.21,AWAY
2016-02-04 10:00:00,Utah Jazz,Denver Nuggets,1.28,3.95,HOME
2016-02-04 11:00:00,Sacramento Kings,Chicago Bulls,1.58,2.48,AWAY
2016-02-04 11:30:00,Los Angeles Clippers,Minnesota Timberwolves,1.14,6.36,AWAY
2016-02-05 08:00:00,Detroit Pistons,New York Knicks,1.56,2.57,HOME
2016-02-05 10:00:00,Phoenix Suns,Houston Rockets,3.88,1.28,AWAY
2016-02-05 10:30:00,New Orleans Pelicans,Los Angeles Lakers,1.19,5.05,AWAY
2016-02-05 11:00:00,Portland Trail Blazers,Toronto Raptors,1.83,2.04,AWAY
2016-02-06 08:00:00,Washington Wizards,Philadelphia 76ers,1.22,4.54,HOME
2016-02-06 08:00:00,Orlando Magic,Los Angeles Clippers,2.37,1.63,AWAY
2016-02-06 08:00:00,Charlotte Hornets,Miami Heat,1.59,2.47,AWAY
2016-02-06 08:00:00,Atlanta Hawks,Indiana Pacers,1.47,2.79,HOME
2016-02-06 08:30:00,New York Knicks,Memphis Grizzlies,2.82,1.47,AWAY
2016-02-06 08:30:00,Cleveland Cavaliers,Boston Celtics,1.34,3.44,AWAY
2016-02-06 08:30:00,Brooklyn Nets,Sacramento Kings,2.8,1.47,HOME
2016-02-06 10:00:00,Utah Jazz,Milwaukee Bucks,1.32,3.55,HOME
2016-02-06 10:00:00,Denver Nuggets,Chicago Bulls,1.72,2.2,HOME
2016-02-06 10:30:00,Dallas Mavericks,San Antonio Spurs,3.3,1.36,AWAY
2016-02-07 06:00:00,Houston Rockets,Portland Trail Blazers,1.52,2.66,AWAY
2016-02-07 08:00:00,Indiana Pacers,Detroit Pistons,1.56,2.56,HOME
2016-02-07 08:00:00,Charlotte Hornets,Washington Wizards,1.46,2.83,HOME
2016-02-07 08:30:00,Philadelphia 76ers,Brooklyn Nets,1.95,1.9,HOME
2016-02-07 08:30:00,Cleveland Cavaliers,New Orleans Pelicans,1.17,5.39,HOME
2016-02-07 09:00:00,Minnesota Timberwolves,Chicago Bulls,1.65,2.33,HOME
2016-02-07 09:00:00,Memphis Grizzlies,Dallas Mavericks,1.48,2.77,AWAY
2016-02-07 09:30:00,San Antonio Spurs,Los Angeles Lakers,1.03,17.13,HOME
2016-02-07 10:00:00,Phoenix Suns,Utah Jazz,3.39,1.35,AWAY
2016-02-07 10:00:00,Golden State Warriors,Oklahoma City Thunder,1.3,3.75,HOME
2016-02-08 02:00:00,Orlando Magic,Atlanta Hawks,2.38,1.63,HOME
2016-02-08 02:00:00,New York Knicks,Denver Nuggets,1.59,2.48,AWAY
2016-02-08 02:00:00,Boston Celtics,Sacramento Kings,1.28,3.92,HOME
2016-02-08 03:00:00,Miami Heat,Los Angeles Clippers,1.96,1.89,AWAY
2016-02-09 08:00:00,Philadelphia 76ers,Los Angeles Clippers,4.54,1.22,AWAY
2016-02-09 08:00:00,Indiana Pacers,Los Angeles Lakers,1.09,8.32,HOME
2016-02-09 08:00:00,Cleveland Cavaliers,Sacramento Kings,1.11,7.53,HOME
2016-02-09 08:00:00,Charlotte Hornets,Chicago Bulls,1.3,3.69,HOME
2016-02-09 08:30:00,Detroit Pistons,Toronto Raptors,2.06,1.81,AWAY
2016-02-09 08:30:00,Brooklyn Nets,Denver Nuggets,2.22,1.71,HOME
2016-02-09 09:00:00,Minnesota Timberwolves,New Orleans Pelicans,1.76,2.13,AWAY
2016-02-09 09:00:00,Memphis Grizzlies,Portland Trail Blazers,1.67,2.29,AWAY
2016-02-09 09:00:00,Atlanta Hawks,Orlando Magic,1.25,4.21,AWAY
2016-02-09 10:00:00,Phoenix Suns,Oklahoma City Thunder,9.05,1.08,AWAY
2016-02-10 09:00:00,New York Knicks,Washington Wizards,2.02,1.84,AWAY
2016-02-10 09:00:00,Milwaukee Bucks,Boston Celtics,2.58,1.54,HOME
2016-02-10 09:00:00,Miami Heat,San Antonio Spurs,3.33,1.36,AWAY
2016-02-10 09:30:00,Dallas Mavericks,Utah Jazz,1.81,2.04,AWAY
2016-02-10 11:30:00,Golden State Warriors,Houston Rockets,1.06,11.38,HOME
2016-02-11 08:00:00,Philadelphia 76ers,Sacramento Kings,2.81,1.47,AWAY
2016-02-11 08:00:00,Orlando Magic,San Antonio Spurs,4.25,1.24,AWAY
2016-02-11 08:00:00,Indiana Pacers,Charlotte Hornets,1.62,2.39,AWAY
2016-02-11 08:30:00,Detroit Pistons,Denver Nuggets,1.48,2.76,AWAY
2016-02-11 08:30:00,Brooklyn Nets,Memphis Grizzlies,2.54,1.56,AWAY
2016-02-11 08:30:00,Boston Celtics,Los Angeles Clippers,1.81,2.07,HOME
2016-02-11 09:00:00,New Orleans Pelicans,Utah Jazz,1.82,2.05,HOME
2016-02-11 09:00:00,Minnesota Timberwolves,Toronto Raptors,3.13,1.4,HOME
2016-02-11 09:00:00,Cleveland Cavaliers,Los Angeles Lakers,1.03,17.19,HOME
2016-02-11 09:00:00,Chicago Bulls,Atlanta Hawks,2.52,1.57,AWAY
2016-02-11 10:00:00,Phoenix Suns,Golden State Warriors,16.52,1.03,AWAY
2016-02-11 11:30:00,Portland Trail Blazers,Houston Rockets,1.53,2.62,HOME
2016-02-12 09:00:00,Oklahoma City Thunder,New Orleans Pelicans,1.11,7.58,HOME
2016-02-12 09:00:00,Milwaukee Bucks,Washington Wizards,1.83,2.03,HOME
2016-02-13 10:00:00,Team World,Team USA,3.13,1.4,AWAY
2016-02-15 09:00:00,East,West,2.94,1.44,AWAY
2016-02-19 08:00:00,Washington Wizards,Utah Jazz,2.13,1.77,HOME
2016-02-19 09:00:00,Cleveland Cavaliers,Chicago Bulls,1.09,8.45,HOME
2016-02-19 11:30:00,Los Angeles Clippers,San Antonio Spurs,2.09,1.79,HOME
2016-02-20 08:00:00,Washington Wizards,Detroit Pistons,1.75,2.15,HOME
2016-02-20 08:00:00,Orlando Magic,Dallas Mavericks,1.85,2.01,HOME
2016-02-20 08:30:00,Brooklyn Nets,New York Knicks,2.7,1.5,HOME
2016-02-20 09:00:00,Oklahoma City Thunder,Indiana Pacers,1.26,4.06,AWAY
2016-02-20 09:00:00,New Orleans Pelicans,Philadelphia 76ers,1.23,4.47,HOME
2016-02-20 09:00:00,Milwaukee Bucks,Charlotte Hornets,2.05,1.82,AWAY
2016-02-20 09:00:00,Memphis Grizzlies,Minnesota Timberwolves,1.51,2.67,HOME
2016-02-20 09:00:00,Chicago Bulls,Toronto Raptors,3.59,1.32,HOME
2016-02-20 09:00:00,Atlanta Hawks,Miami Heat,1.16,5.69,AWAY
2016-02-20 10:30:00,Phoenix Suns,Houston Rockets,3.96,1.27,AWAY
2016-02-20 11:00:00,Sacramento Kings,Denver Nuggets,1.59,2.48,HOME
2016-02-20 11:00:00,Portland Trail Blazers,Golden State Warriors,4.16,1.26,HOME
2016-02-20 11:30:00,Utah Jazz,Boston Celtics,1.93,1.92,HOME
2016-02-20 11:30:00,Los Angeles Lakers,San Antonio Spurs,5.89,1.16,AWAY
2016-02-21 08:30:00,Miami Heat,Washington Wizards,2.02,1.84,HOME
2016-02-21 08:30:00,Atlanta Hawks,Milwaukee Bucks,1.26,4.1,AWAY
2016-02-21 09:00:00,Minnesota Timberwolves,New York Knicks,1.7,2.24,AWAY
2016-02-21 09:30:00,Los Angeles Clippers,Golden State Warriors,2.58,1.54,AWAY
2016-02-22 04:30:00,Oklahoma City Thunder,Cleveland Cavaliers,1.64,2.35,AWAY
2016-02-22 04:30:00,Detroit Pistons,New Orleans Pelicans,1.48,2.75,AWAY
2016-02-22 06:00:00,Phoenix Suns,San Antonio Spurs,12.95,1.05,AWAY
2016-02-22 06:00:00,Denver Nuggets,Boston Celtics,2.35,1.64,AWAY
2016-02-22 07:00:00,Toronto Raptors,Memphis Grizzlies,1.28,3.88,HOME
2016-02-22 07:00:00,Orlando Magic,Indiana Pacers,2.03,1.83,AWAY
2016-02-22 07:00:00,Brooklyn Nets,Charlotte Hornets,3.5,1.33,AWAY
2016-02-22 08:00:00,Dallas Mavericks,Philadelphia 76ers,1.2,4.82,HOME
2016-02-22 09:00:00,Chicago Bulls,Los Angeles Lakers,1.32,3.56,HOME
2016-02-22 10:00:00,Portland Trail Blazers,Utah Jazz,1.66,2.3,HOME
2016-02-23 08:00:00,Cleveland Cavaliers,Detroit Pistons,1.19,5.04,AWAY
2016-02-23 08:30:00,New York Knicks,Toronto Raptors,2.37,1.63,AWAY
2016-02-23 08:30:00,Miami Heat,Indiana Pacers,1.78,2.1,HOME
2016-02-23 09:00:00,Minnesota Timberwolves,Boston Celtics,2.66,1.52,HOME
2016-02-23 09:00:00,Milwaukee Bucks,Los Angeles Lakers,1.2,4.82,HOME
2016-02-23 09:00:00,Atlanta Hawks,Golden State Warriors,3.39,1.35,AWAY
2016-02-23 11:30:00,Los Angeles Clippers,Phoenix Suns,1.03,15.2,HOME
2016-02-24 08:00:00,Washington Wizards,New Orleans Pelicans,1.52,2.66,HOME
2016-02-24 08:00:00,Philadelphia 76ers,Orlando Magic,2.96,1.43,AWAY
2016-02-24 10:00:00,Utah Jazz,Houston Rockets,1.56,2.56,HOME
2016-02-24 10:00:00,Denver Nuggets,Sacramento Kings,1.74,2.17,AWAY
2016-02-24 11:00:00,Portland Trail Blazers,Brooklyn Nets,1.12,6.91,HOME
2016-02-25 08:00:00,Indiana Pacers,New York Knicks,1.38,3.2,HOME
2016-02-25 08:00:00,Cleveland Cavaliers,Charlotte Hornets,1.22,4.48,HOME
2016-02-25 08:30:00,Toronto Raptors,Minnesota Timberwolves,1.2,4.88,HOME
2016-02-25 08:30:00,Miami Heat,Golden State Warriors,4.6,1.22,AWAY
2016-02-25 08:30:00,Detroit Pistons,Philadelphia 76ers,1.11,7.48,HOME
2016-02-25 09:00:00,Memphis Grizzlies,Los Angeles Lakers,1.24,4.34,HOME
2016-02-25 09:00:00,Chicago Bulls,Washington Wizards,1.99,1.87,HOME
2016-02-25 09:30:00,Dallas Mavericks,Oklahoma City Thunder,2.79,1.47,AWAY
2016-02-25 11:30:00,Sacramento Kings,San Antonio Spurs,3.99,1.27,AWAY
2016-02-25 11:30:00,Los Angeles Clippers,Denver Nuggets,1.15,6.17,AWAY
2016-02-26 08:00:00,Orlando Magic,Golden State Warriors,4.04,1.27,AWAY
2016-02-26 08:30:00,Boston Celtics,Milwaukee Bucks,1.29,3.78,HOME
2016-02-26 09:00:00,New Orleans Pelicans,Oklahoma City Thunder,3.1,1.4,HOME
2016-02-26 10:00:00,Phoenix Suns,Brooklyn Nets,1.84,2.03,AWAY
2016-02-26 11:30:00,Utah Jazz,San Antonio Spurs,2.35,1.64,AWAY
2016-02-26 11:30:00,Portland Trail Blazers,Houston Rockets,1.57,2.52,AWAY
2016-02-27 08:00:00,Philadelphia 76ers,Washington Wizards,3.92,1.28,AWAY
2016-02-27 08:00:00,Indiana Pacers,Charlotte Hornets,1.6,2.44,AWAY
2016-02-27 08:30:00,Toronto Raptors,Cleveland Cavaliers,2.23,1.7,HOME
2016-02-27 08:30:00,New York Knicks,Orlando Magic,1.72,2.19,HOME
2016-02-27 09:00:00,Atlanta Hawks,Chicago Bulls,1.31,3.69,HOME
2016-02-27 09:30:00,Dallas Mavericks,Denver Nuggets,1.42,3.01,HOME
2016-02-27 11:00:00,Sacramento Kings,Los Angeles Clippers,2.75,1.49,AWAY
2016-02-27 11:30:00,Los Angeles Lakers,Memphis Grizzlies,2.77,1.48,AWAY
2016-02-28 04:00:00,Boston Celtics,Miami Heat,1.44,2.91,HOME
2016-02-28 08:00:00,New Orleans Pelicans,Minnesota Timberwolves,1.7,2.23,AWAY
2016-02-28 09:00:00,Houston Rockets,San Antonio Spurs,3.0,1.42,AWAY
2016-02-28 09:00:00,Chicago Bulls,Portland Trail Blazers,2.57,1.55,AWAY
2016-02-28 09:30:00,Oklahoma City Thunder,Golden State Warriors,2.42,1.6,AWAY
2016-02-28 09:30:00,Milwaukee Bucks,Detroit Pistons,1.87,1.98,AWAY
2016-02-28 10:30:00,Utah Jazz,Brooklyn Nets,1.11,7.53,AWAY
2016-02-28 10:30:00,Phoenix Suns,Memphis Grizzlies,3.45,1.34,HOME
2016-02-29 02:00:00,Washington Wizards,Cleveland Cavaliers,2.24,1.7,HOME
2016-02-29 04:30:00,Atlanta Hawks,Charlotte Hornets,1.52,2.65,HOME
2016-02-29 07:00:00,Orlando Magic,Philadelphia 76ers,1.2,4.89,HOME
2016-02-29 07:00:00,Indiana Pacers,Portland Trail Blazers,1.42,3.02,AWAY
2016-02-29 07:00:00,Detroit Pistons,Toronto Raptors,1.83,2.04,HOME
2016-02-29 08:00:00,Dallas Mavericks,Minnesota Timberwolves,1.3,3.73,HOME
2016-02-29 08:30:00,New York Knicks,Miami Heat,2.14,1.76,AWAY
2016-03-01 08:00:00,Washington Wizards,Philadelphia 76ers,1.08,9.34,HOME
2016-03-01 08:00:00,Cleveland Cavaliers,Indiana Pacers,1.26,4.1,HOME
2016-03-01 08:30:00,Boston Celtics,Utah Jazz,1.49,2.73,HOME
2016-03-01 09:00:00,Milwaukee Bucks,Houston Rockets,2.31,1.66,HOME
2016-03-01 10:00:00,Denver Nuggets,Memphis Grizzlies,2.02,1.84,AWAY
2016-03-01 11:00:00,Sacramento Kings,Oklahoma City Thunder,4.46,1.23,AWAY
2016-03-01 11:30:00,Los Angeles Clippers,Brooklyn Nets,1.1,8.25,HOME
2016-03-02 08:00:00,Charlotte Hornets,Phoenix Suns,1.09,8.7,HOME
2016-03-02 08:30:00,New York Knicks,Portland Trail Blazers,2.6,1.54,AWAY
2016-03-02 08:30:00,Miami Heat,Chicago Bulls,1.4,3.13,HOME
2016-03-02 09:30:00,Dallas Mavericks,Orlando Magic,1.49,2.73,HOME
2016-03-02 11:30:00,Los Angeles Lakers,Brooklyn Nets,1.94,1.92,HOME
2016-03-02 11:30:00,Golden State Warriors,Atlanta Hawks,1.41,3.04,HOME
2016-03-03 08:00:00,Philadelphia 76ers,Charlotte Hornets,5.4,1.18,AWAY
2016-03-03 08:00:00,Orlando Magic,Chicago Bulls,1.53,2.61,HOME
2016-03-03 08:30:00,Toronto Raptors,Utah Jazz,1.45,2.88,HOME
2016-03-03 08:30:00,Boston Celtics,Portland Trail Blazers,1.41,3.08,HOME
2016-03-03 09:00:00,San Antonio Spurs,Detroit Pistons,1.13,6.49,HOME
2016-03-03 09:00:00,Minnesota Timberwolves,Washington Wizards,2.33,1.65,AWAY
2016-03-03 09:00:00,Milwaukee Bucks,Indiana Pacers,2.31,1.66,AWAY
2016-03-03 09:00:00,Memphis Grizzlies,Sacramento Kings,1.63,2.38,HOME
2016-03-03 09:00:00,Houston Rockets,New Orleans Pelicans,1.42,3.0,HOME
2016-03-03 10:00:00,Denver Nuggets,Los Angeles Lakers,1.25,4.2,HOME
2016-03-03 11:30:00,Los Angeles Clippers,Oklahoma City Thunder,2.0,1.86,HOME
2016-03-04 08:30:00,Miami Heat,Phoenix Suns,1.06,10.78,HOME
2016-03-04 09:00:00,New Orleans Pelicans,San Antonio Spurs,5.01,1.19,AWAY
2016-03-04 09:30:00,Dallas Mavericks,Sacramento Kings,1.35,3.35,AWAY
2016-03-04 11:30:00,Golden State Warriors,Oklahoma City Thunder,1.28,3.89,HOME
2016-03-05 08:00:00,Philadelphia 76ers,Miami Heat,5.07,1.19,AWAY
2016-03-05 08:00:00,Orlando Magic,Phoenix Suns,1.09,8.62,AWAY
2016-03-05 08:00:00,Charlotte Hornets,Indiana Pacers,1.63,2.37,HOME
2016-03-05 08:30:00,Toronto Raptors,Portland Trail Blazers,1.41,3.03,HOME
2016-03-05 08:30:00,Boston Celtics,New York Knicks,1.17,5.41,HOME
2016-03-05 09:00:00,Milwaukee Bucks,Minnesota Timberwolves,1.48,2.78,HOME
2016-03-05 09:00:00,Memphis Grizzlies,Utah Jazz,1.96,1.89,HOME
2016-03-05 09:00:00,Cleveland Cavaliers,Washington Wizards,1.25,4.17,HOME
2016-03-05 10:00:00,Denver Nuggets,Brooklyn Nets,1.44,2.92,AWAY
2016-03-05 11:30:00,Los Angeles Lakers,Atlanta Hawks,6.37,1.14,AWAY
2016-03-06 08:00:00,Washington Wizards,Indiana Pacers,1.72,2.17,AWAY
2016-03-06 08:00:00,New York Knicks,Detroit Pistons,3.43,1.34,HOME
2016-03-06 08:00:00,New Orleans Pelicans,Utah Jazz,1.88,1.98,AWAY
2016-03-06 08:00:00,Cleveland Cavaliers,Boston Celtics,1.27,3.96,HOME
2016-03-06 09:00:00,Minnesota Timberwolves,Brooklyn Nets,1.2,4.98,HOME
2016-03-06 09:30:00,San Antonio Spurs,Sacramento Kings,1.12,6.91,HOME
2016-03-06 09:30:00,Chicago Bulls,Houston Rockets,1.82,2.05,HOME
2016-03-06 11:30:00,Los Angeles Clippers,Atlanta Hawks,1.44,2.91,AWAY
2016-03-07 04:30:00,Milwaukee Bucks,Oklahoma City Thunder,3.89,1.28,AWAY
2016-03-07 04:30:00,Los Angeles Lakers,Golden State Warriors,19.89,1.02,HOME
2016-03-07 05:00:00,Memphis Grizzlies,Phoenix Suns,1.19,5.03,AWAY
2016-03-07 06:00:00,Denver Nuggets,Dallas Mavericks,2.5,1.58,HOME
2016-03-07 07:00:00,Miami Heat,Philadelphia 76ers,1.05,12.41,HOME
2016-03-07 07:00:00,Detroit Pistons,Portland Trail Blazers,2.05,1.82,HOME
2016-03-07 07:30:00,Toronto Raptors,Houston Rockets,1.28,3.86,AWAY
2016-03-08 08:00:00,Indiana Pacers,San Antonio Spurs,3.29,1.36,HOME
2016-03-08 08:00:00,Cleveland Cavaliers,Memphis Grizzlies,1.04,13.4,AWAY
2016-03-08 08:00:00,Charlotte Hornets,Minnesota Timberwolves,1.18,5.13,HOME
2016-03-08 09:00:00,New Orleans Pelicans,Sacramento Kings,2.07,1.79,HOME
2016-03-08 09:00:00,Chicago Bulls,Milwaukee Bucks,1.44,2.88,HOME
2016-03-08 09:30:00,Dallas Mavericks,Los Angeles Clippers,2.85,1.45,AWAY
2016-03-08 11:30:00,Golden State Warriors,Orlando Magic,1.04,13.96,HOME
2016-03-09 08:30:00,Toronto Raptors,Brooklyn Nets,1.1,7.88,HOME
2016-03-09 09:00:00,Minnesota Timberwolves,San Antonio Spurs,5.35,1.17,AWAY
2016-03-09 10:00:00,Utah Jazz,Atlanta Hawks,1.72,2.18,AWAY
2016-03-09 10:00:00,Denver Nuggets,New York Knicks,1.88,1.96,HOME
2016-03-09 11:00:00,Portland Trail Blazers,Washington Wizards,1.42,2.98,HOME
2016-03-09 11:30:00,Los Angeles Lakers,Orlando Magic,2.45,1.59,HOME
2016-03-10 08:00:00,Philadelphia 76ers,Houston Rockets,5.06,1.19,AWAY
2016-03-10 08:00:00,Charlotte Hornets,New Orleans Pelicans,1.22,4.49,HOME
2016-03-10 08:00:00,Boston Celtics,Memphis Grizzlies,1.14,6.35,HOME
2016-03-10 09:00:00,Milwaukee Bucks,Miami Heat,2.42,1.6,HOME
2016-03-10 09:30:00,Dallas Mavericks,Detroit Pistons,1.75,2.13,AWAY
2016-03-10 10:00:00,Phoenix Suns,New York Knicks,1.74,2.15,AWAY
2016-03-10 10:30:00,Oklahoma City Thunder,Los Angeles Clippers,1.41,3.01,HOME
2016-03-10 11:00:00,Sacramento Kings,Cleveland Cavaliers,3.36,1.35,AWAY
2016-03-10 11:30:00,Golden State Warriors,Utah Jazz,1.06,11.31,HOME
2016-03-11 08:30:00,Toronto Raptors,Atlanta Hawks,1.62,2.38,HOME
2016-03-11 09:00:00,San Antonio Spurs,Chicago Bulls,1.05,12.38,HOME
2016-03-11 10:00:00,Denver Nuggets,Phoenix Suns,1.2,4.82,HOME
2016-03-11 11:30:00,Los Angeles Lakers,Cleveland Cavaliers,5.19,1.18,AWAY
2016-03-12 08:00:00,Philadelphia 76ers,Brooklyn Nets,2.15,1.74,HOME
2016-03-12 08:00:00,Charlotte Hornets,Detroit Pistons,1.57,2.49,HOME
2016-03-12 08:30:00,Boston Celtics,Houston Rockets,1.51,2.67,AWAY
2016-03-12 09:00:00,Chicago Bulls,Miami Heat,2.48,1.58,AWAY
2016-03-12 09:00:00,Oklahoma City Thunder,Minnesota Timberwolves,1.09,8.1,AWAY
2016-03-12 09:00:00,Memphis Grizzlies,New Orleans Pelicans,2.24,1.69,HOME
2016-03-12 10:00:00,Utah Jazz,Washington Wizards,1.56,2.54,HOME
2016-03-12 11:00:00,Sacramento Kings,Orlando Magic,1.84,2.0,AWAY
2016-03-12 11:30:00,Los Angeles Clippers,New York Knicks,1.15,5.81,HOME
2016-03-12 11:30:00,Golden State Warriors,Portland Trail Blazers,1.06,10.07,HOME
2016-03-13 03:00:00,Dallas Mavericks,Indiana Pacers,1.88,1.96,AWAY
2016-03-13 08:00:00,Toronto Raptors,Miami Heat,1.37,3.22,HOME
2016-03-13 08:00:00,Philadelphia 76ers,Detroit Pistons,6.67,1.12,AWAY
2016-03-13 08:00:00,Charlotte Hornets,Houston Rockets,1.45,2.83,HOME
2016-03-13 08:30:00,Milwaukee Bucks,New Orleans Pelicans,1.37,3.24,HOME
2016-03-13 08:30:00,Atlanta Hawks,Memphis Grizzlies,1.06,10.59,HOME
2016-03-13 09:30:00,San Antonio Spurs,Oklahoma City Thunder,1.25,4.18,HOME
2016-03-13 10:30:00,Denver Nuggets,Washington Wizards,1.85,1.99,HOME
2016-03-13 11:30:00,Portland Trail Blazers,Orlando Magic,1.24,4.34,HOME
2016-03-13 11:30:00,Golden State Warriors,Phoenix Suns,1.01,20.44,HOME
2016-03-14 03:30:00,Los Angeles Clippers,Cleveland Cavaliers,2.19,1.72,AWAY
2016-03-14 06:00:00,Sacramento Kings,Utah Jazz,2.01,1.84,AWAY
2016-03-14 06:00:00,Atlanta Hawks,Indiana Pacers,1.46,2.79,HOME
2016-03-14 08:00:00,Brooklyn Nets,Milwaukee Bucks,2.07,1.79,AWAY
2016-03-14 09:30:00,Los Angeles Lakers,New York Knicks,2.08,1.79,AWAY
2016-03-15 07:00:00,Charlotte Hornets,Dallas Mavericks,1.43,2.92,AWAY
2016-03-15 07:30:00,Toronto Raptors,Chicago Bulls,1.2,4.86,AWAY
2016-03-15 07:30:00,Miami Heat,Denver Nuggets,1.31,3.61,HOME
2016-03-15 08:00:00,Washington Wizards,Detroit Pistons,1.77,2.1,HOME
2016-03-15 08:00:00,Oklahoma City Thunder,Portland Trail Blazers,1.3,3.72,HOME
2016-03-15 08:00:00,Houston Rockets,Memphis Grizzlies,1.11,7.0,HOME
2016-03-15 10:00:00,Phoenix Suns,Minnesota Timberwolves,1.93,1.91,HOME
2016-03-15 10:30:00,Utah Jazz,Cleveland Cavaliers,3.36,1.35,HOME
2016-03-15 10:30:00,Golden State Warriors,New Orleans Pelicans,1.03,14.8,HOME
2016-03-16 07:00:00,Orlando Magic,Denver Nuggets,1.63,2.37,HOME
2016-03-16 07:00:00,Indiana Pacers,Boston Celtics,1.7,2.22,HOME
2016-03-16 07:30:00,Brooklyn Nets,Philadelphia 76ers,1.31,3.62,HOME
2016-03-16 08:00:00,Milwaukee Bucks,Toronto Raptors,2.06,1.8,AWAY
2016-03-16 08:30:00,San Antonio Spurs,Los Angeles Clippers,1.2,4.86,HOME
2016-03-16 10:30:00,Los Angeles Lakers,Sacramento Kings,2.69,1.5,AWAY
2016-03-17 07:00:00,Washington Wizards,Chicago Bulls,1.45,2.85,HOME
2016-03-17 07:00:00,Cleveland Cavaliers,Dallas Mavericks,1.42,2.99,HOME
2016-03-17 07:00:00,Charlotte Hornets,Orlando Magic,1.17,5.31,HOME
2016-03-17 07:00:00,Boston Celtics,Oklahoma City Thunder,2.78,1.47,AWAY
2016-03-17 07:30:00,Detroit Pistons,Atlanta Hawks,1.94,1.9,AWAY
2016-03-17 08:00:00,Memphis Grizzlies,Minnesota Timberwolves,2.43,1.6,AWAY
2016-03-17 09:30:00,Houston Rockets,Los Angeles Clippers,1.59,2.45,AWAY
2016-03-17 10:00:00,Sacramento Kings,New Orleans Pelicans,1.64,2.34,AWAY
2016-03-17 10:30:00,Golden State Warriors,New York Knicks,1.04,14.04,HOME
2016-03-18 07:00:00,Philadelphia 76ers,Washington Wizards,4.55,1.22,AWAY
2016-03-18 07:00:00,Indiana Pacers,Toronto Raptors,1.79,2.07,AWAY
2016-03-18 07:30:00,Miami Heat,Charlotte Hornets,1.52,2.63,AWAY
2016-03-18 08:00:00,Milwaukee Bucks,Memphis Grizzlies,1.16,5.71,HOME
2016-03-18 08:00:00,Chicago Bulls,Brooklyn Nets,1.31,3.6,HOME
2016-03-18 08:00:00,Atlanta Hawks,Denver Nuggets,1.28,3.89,HOME
2016-03-18 08:30:00,San Antonio Spurs,Portland Trail Blazers,1.11,7.11,HOME
2016-03-18 09:00:00,Utah Jazz,Phoenix Suns,1.23,4.39,HOME
2016-03-19 07:00:00,Philadelphia 76ers,Oklahoma City Thunder,16.43,1.03,AWAY
2016-03-19 07:00:00,Orlando Magic,Cleveland Cavaliers,5.36,1.17,AWAY
2016-03-19 07:30:00,Toronto Raptors,Boston Celtics,1.81,2.05,HOME
2016-03-19 07:30:00,Detroit Pistons,Sacramento Kings,1.33,3.49,HOME
2016-03-19 08:00:00,New Orleans Pelicans,Portland Trail Blazers,2.2,1.71,AWAY
2016-03-19 08:00:00,Houston Rockets,Minnesota Timberwolves,1.2,4.76,HOME
2016-03-19 08:30:00,Dallas Mavericks,Golden State Warriors,4.78,1.2,AWAY
2016-03-19 10:30:00,Los Angeles Lakers,Phoenix Suns,1.58,2.47,AWAY
2016-03-20 06:00:00,Charlotte Hornets,Denver Nuggets,1.2,4.81,AWAY
2016-03-20 07:00:00,Washington Wizards,New York Knicks,1.26,4.01,HOME
2016-03-20 07:00:00,Indiana Pacers,Oklahoma City Thunder,2.39,1.62,AWAY
2016-03-20 07:00:00,Detroit Pistons,Brooklyn Nets,1.26,4.09,HOME
2016-03-20 07:30:00,Miami Heat,Cleveland Cavaliers,2.52,1.56,HOME
